None
None
None
None
Duration: 288.736000061
         257822 function calls (255869 primitive calls) in 289.182 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 _gaussian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
       40    0.000    0.000    0.000    0.000 _inspect.py:120(getargspec)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
       31    0.000    0.000    0.000    0.000 _inspect.py:159(formatargspec)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
       31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.002    0.002 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        1    0.000    0.000    0.000    0.000 _label.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _marching_cubes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1767(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       22    0.000    0.000    0.038    0.002 _methods.py:25(_amax)
        4    0.000    0.000    0.000    0.000 _methods.py:31(_sum)
     2024    0.001    0.000    0.005    0.000 _methods.py:37(_any)
       26    0.000    0.000    0.000    0.000 _methods.py:40(_all)
        2    0.000    0.000    0.000    0.000 _methods.py:43(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        2    0.012    0.006    0.143    0.071 _methods.py:53(_mean)
        1    0.002    0.002    0.003    0.003 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _monotone.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monotone.py:13(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _monotone.py:232(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:220(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:294(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:433(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        2    0.000    0.000    0.000    0.000 _ni_support.py:38(_extend_mode_to_code)
        4    0.000    0.000    0.000    0.000 _ni_support.py:55(_normalize_sequence)
        2    0.000    0.000    0.000    0.000 _ni_support.py:70(_get_output)
        1    0.000    0.000    0.000    0.000 _ode.py:1016(lsoda)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.001    0.001    0.001    0.001 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:434(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:550(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:564(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:612(vode)
        1    0.000    0.000    0.000    0.000 _ode.py:766(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:880(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:965(dop853)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.102    0.102 _peak_finding.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _percentile.py:23(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _polygon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _rank_order.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _regionprops.py:108(_RegionProperties)
        1    0.001    0.001    0.001    0.001 _regionprops.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _regionprops.py:60(_cached_property)
       37    0.000    0.000    0.000    0.000 _regionprops.py:85(__init__)
        1    0.000    0.000    0.000    0.000 _regular_grid.py:1(<module>)
        1    0.001    0.001    0.021    0.021 _root.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _savitzky_golay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _skeletonize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _structural_similarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:29(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:33(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:18(deferred_error)
        4    0.000    0.000    0.000    0.000 _util.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:5(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        6    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        2    0.000    0.000    0.001    0.000 _version.py:7(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.001    0.001    0.017    0.017 _warnings.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       75    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       65    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       73    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       45    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
       17    0.000    0.000    0.000    0.000 abc.py:105(register)
       41    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
    28/18    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
       49    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
       17    0.000    0.000    0.001    0.000 abc.py:86(__new__)
       73    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.044    0.044 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:335(AFM)
        1    0.001    0.001    0.001    0.001 afm.py:34(<module>)
        1    0.000    0.000    0.000    0.000 anneal.py:120(cauchy_sa)
        1    0.000    0.000    0.000    0.000 anneal.py:134(boltzmann_sa)
        1    0.000    0.000    0.000    0.000 anneal.py:150(_state)
        1    0.000    0.000    0.000    0.000 anneal.py:18(base_schedule)
        1    0.000    0.000    0.000    0.000 anneal.py:4(<module>)
        1    0.000    0.000    0.000    0.000 anneal.py:96(fast_sa)
        1    0.000    0.000    0.000    0.000 arpack.py:276(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:285(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:303(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:372(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:589(_UnsymmetricArpackParams)
        1    0.001    0.001    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:891(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:912(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:926(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterOpInv)
        2    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.001    0.001    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.003    0.003    0.005    0.005 artist.py:1(<module>)
       11    0.001    0.000    0.012    0.001 artist.py:1018(pprint_setters)
       11    0.000    0.000    0.016    0.001 artist.py:1304(kwdoc)
       27    0.000    0.000    0.000    0.000 artist.py:29(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
        1    0.000    0.000    0.000    0.000 artist.py:859(ArtistInspector)
       11    0.000    0.000    0.003    0.000 artist.py:865(__init__)
       11    0.001    0.000    0.003    0.000 artist.py:883(get_aliases)
      407    0.001    0.000    0.004    0.000 artist.py:911(get_valid_values)
       11    0.002    0.000    0.008    0.001 artist.py:939(_get_setters_and_targets)
     1453    0.001    0.000    0.001    0.000 artist.py:973(is_alias)
      407    0.000    0.000    0.000    0.000 artist.py:983(aliased_name)
       16    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.013    0.013    0.033    0.033 axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:141(_process_plot_var_args)
        1    0.000    0.000    0.001    0.001 axes.py:331(Axes)
        1    0.000    0.000    0.000    0.000 axes.py:9234(SubplotBase)
        1    0.000    0.000    0.000    0.000 axes.py:9370(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 axes.py:9392(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 axis.py:1585(XAxis)
        1    0.000    0.000    0.000    0.000 axis.py:1885(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:24(Tick)
        1    0.001    0.001    0.001    0.001 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:318(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:460(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:598(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:603(Axis)
        1    0.000    0.000    0.001    0.001 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:422(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:55(RendererAgg)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1060(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1213(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:123(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1236(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1244(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1260(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1279(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1290(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1453(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1494(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1531(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2540(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2544(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2621(Cursors)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2627(NavigationToolbar2)
        1    0.001    0.001    0.040    0.040 backend_bases.py:28(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:67(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:674(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:113(TimerTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:151(FigureCanvasTkAgg)
        1    0.003    0.003    0.005    0.005 backend_tkagg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:514(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:606(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:669(NavigationToolbar)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:794(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:954(ToolTip)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:55(spmatrix)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.001    0.001    0.001    0.001 basic.py:3(<module>)
       13    0.001    0.000    0.001    0.000 basic.py:314(inv)
        1    0.000    0.000    0.000    0.000 basic.py:39(SpecialFunctionWarning)
        1    0.001    0.001    0.029    0.029 basic.py:5(<module>)
        1    0.001    0.001    0.003    0.003 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:13(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:149(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bilateral.py:24(<module>)
        1    0.001    0.001    0.049    0.049 binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.001    0.001    0.001    0.001 blas.py:133(<module>)
       13    0.000    0.000    0.000    0.000 blas.py:172(find_best_blas_type)
       13    0.000    0.000    0.000    0.000 blas.py:216(_get_funcs)
        1    0.000    0.000    0.000    0.000 block.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:120(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:293(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:31(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:346(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.001    0.001    0.002    0.002 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 cbook.py:1005(__Full)
      172    0.000    0.000    0.003    0.000 cbook.py:1078(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:1238(maxdict)
        5    0.000    0.000    0.000    0.000 cbook.py:1244(__init__)
       14    0.000    0.000    0.000    0.000 cbook.py:125(deprecated)
        1    0.000    0.000    0.000    0.000 cbook.py:1258(Stack)
        1    0.000    0.000    0.000    0.000 cbook.py:1462(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1581(Grouper)
        2    0.000    0.000    0.000    0.000 cbook.py:1617(__init__)
       14    0.000    0.000    0.001    0.000 cbook.py:164(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:1936(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:1956(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 cbook.py:269(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:287(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:293(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:307(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:32(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:321(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:333(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:344(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:427(CallbackRegistry)
       14    0.000    0.000    0.000    0.000 cbook.py:48(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 cbook.py:530(Scheduler)
        1    0.000    0.000    0.000    0.000 cbook.py:552(Timeout)
        1    0.000    0.000    0.000    0.000 cbook.py:572(Idle)
        1    0.000    0.000    0.000    0.000 cbook.py:596(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:631(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:644(__init__)
       81    0.000    0.000    0.000    0.000 cbook.py:659(iterable)
       54    0.000    0.000    0.000    0.000 cbook.py:668(is_string_like)
        1    0.002    0.002    0.002    0.002 cbook.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:814(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:862(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:922(Null)
        1    0.000    0.000    0.000    0.000 cbook.py:950(mkdirs)
        1    0.000    0.000    0.000    0.000 cbook.py:971(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:972(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:999(RingBuffer)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2016(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:164(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:25(_reverser)
       66    0.001    0.000    0.001    0.000 cm.py:31(revcmap)
       71    0.000    0.000    0.001    0.000 cm.py:48(_reverse_cmap_spec)
        1    0.001    0.001    0.003    0.003 cm.py:6(<module>)
      142    0.000    0.000    0.001    0.000 cm.py:61(_generate_cmap)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.001    0.001    0.001    0.001 collections.py:1(<module>)
        1    0.001    0.001    0.047    0.047 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1086(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1338(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1370(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1454(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1517(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1587(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
       11    0.004    0.000    0.005    0.000 collections.py:288(namedtuple)
        1    0.000    0.000    0.000    0.000 collections.py:29(Collection)
      423    0.000    0.000    0.000    0.000 collections.py:332(<genexpr>)
       55    0.000    0.000    0.000    0.000 collections.py:356(<genexpr>)
       55    0.000    0.000    0.000    0.000 collections.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:390(Counter)
        1    0.000    0.000    0.000    0.000 collections.py:685(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:721(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:782(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:829(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:894(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:901(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:908(LineCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:1185(ColorbarPatch)
        1    0.002    0.002    0.069    0.069 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:214(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:837(Colorbar)
        1    0.000    0.000    0.002    0.002 colorconv.py:52(<module>)
        1    0.000    0.000    0.001    0.001 colorlabel.py:1(<module>)
      147    0.000    0.000    0.000    0.000 colorlabel.py:21(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1026(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1140(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1208(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1380(LightSource)
        1    0.000    0.000    0.000    0.000 colors.py:238(ColorConverter)
       50    0.000    0.000    0.000    0.000 colors.py:326(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:479(Colormap)
        1    0.000    0.000    0.001    0.001 colors.py:48(<module>)
      142    0.000    0.000    0.000    0.000 colors.py:491(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:661(LinearSegmentedColormap)
      142    0.000    0.000    0.000    0.000 colors.py:668(__init__)
       10    0.000    0.000    0.001    0.000 colors.py:742(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:774(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:838(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:955(LogNorm)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.039    0.039 cont2discrete.py:3(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:100(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:108(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:117(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:4(Container)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        3    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1385(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:36(ClabelText)
        1    0.002    0.002    0.013    0.013 contour.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:51(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:747(ContourSet)
        1    0.001    0.001    0.005    0.005 convex_hull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
       65    0.000    0.000    0.000    0.000 copy.py:306(_reconstruct)
       65    0.000    0.000    0.001    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
      791    0.000    0.000    0.000    0.000 copy_reg.py:46(_reconstructor)
       65    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       12    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
       40    0.000    0.000    0.000    0.000 core.py:109(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.001    0.001 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2248(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2253(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2397(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2426(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2432(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2439(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2466(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2579(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5587(mvoid)
       67    0.000    0.000    0.000    0.000 core.py:5727(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5783(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5789(__new__)
        1    0.000    0.000    0.000    0.000 core.py:5792(__array_finalize__)
